('IN', 'DT', 'NN'),58483,0.023681757478524322
('RB', 'TO', 'JJ'),41,1.6602295652061235e-05
('JJ', 'PRP', 'DT'),41,1.6602295652061235e-05
('PRP$', 'NN', 'PDT'),41,1.6602295652061235e-05
('CC', 'NNP', 'POS'),41,1.6602295652061235e-05
('RB', 'IN', 'WRB'),41,1.6602295652061235e-05
('NN', 'JJ', 'CD'),41,1.6602295652061235e-05
('NN', 'VB', 'NN'),41,1.6602295652061235e-05
('POS', 'NNS', 'VBP'),41,1.6602295652061235e-05
('NN', 'DT', 'MD'),41,1.6602295652061235e-05
('IN', 'RB', 'VBP'),41,1.6602295652061235e-05
('JJ', 'CC', 'JJS'),41,1.6602295652061235e-05
('VBP', 'NNS', 'TO'),41,1.6602295652061235e-05
('VB', 'RP', 'JJ'),40,1.6197361611767058e-05
('WDT', 'RB', 'IN'),40,1.6197361611767058e-05
('CD', 'RB', 'PRP'),40,1.6197361611767058e-05
('JJ', 'RB', 'PRP$'),40,1.6197361611767058e-05
('CC', 'DT', 'VBN'),40,1.6197361611767058e-05
('IN', 'CD', 'TO'),40,1.6197361611767058e-05
('PRP', 'RB', 'CD'),40,1.6197361611767058e-05
('JJ', 'MD', 'PRP'),40,1.6197361611767058e-05
('VBN', 'CC', 'WRB'),40,1.6197361611767058e-05
('VBD', 'CC', 'VBN'),40,1.6197361611767058e-05
('JJ', 'NNS', 'WP$'),40,1.6197361611767058e-05
('WDT', 'VBD', 'CC'),40,1.6197361611767058e-05
('VBP', 'VBP', 'DT'),40,1.6197361611767058e-05
('CC', 'JJ', 'CD'),40,1.6197361611767058e-05
('PRP', 'NN', 'JJ'),40,1.6197361611767058e-05
('PRP', 'VBG', 'RP'),40,1.6197361611767058e-05
('RB', 'NNP', 'WP'),40,1.6197361611767058e-05
('NNS', 'VBN', 'DT'),40,1.6197361611767058e-05
('VBN', 'NNS', 'TO'),40,1.6197361611767058e-05
('PRP', 'NNP', 'NNS'),40,1.6197361611767058e-05
('IN', 'WP', 'JJ'),40,1.6197361611767058e-05
('VBP', 'DT', 'PRP'),40,1.6197361611767058e-05
('DT', 'DT', 'VBZ'),40,1.6197361611767058e-05
('NNS', 'TO', 'NN'),40,1.6197361611767058e-05
('NNP', 'DT', 'VBG'),40,1.6197361611767058e-05
('VBN', 'NNS', 'DT'),40,1.6197361611767058e-05
('NN', 'JJ', 'VBG'),40,1.6197361611767058e-05
('CC', 'VBN', 'JJ'),40,1.6197361611767058e-05
('VBN', 'NNP', 'NNS'),40,1.6197361611767058e-05
('CC', 'CD', 'RB'),40,1.6197361611767058e-05
('CD', 'NNS', 'MD'),40,1.6197361611767058e-05
('VBD', 'CC', 'CD'),40,1.6197361611767058e-05
('NN', 'VBZ', 'VBD'),40,1.6197361611767058e-05
('DT', 'VBD', 'CC'),40,1.6197361611767058e-05
('RP', 'RB', 'JJ'),40,1.6197361611767058e-05
('PRP$', 'RB', 'VBG'),40,1.6197361611767058e-05
('JJ', 'VBP', 'JJ'),40,1.6197361611767058e-05
('VB', 'VBG', 'NNP'),40,1.6197361611767058e-05
('CD', 'PRP$', 'NN'),40,1.6197361611767058e-05
('NNP', 'JJR', 'IN'),40,1.6197361611767058e-05
('POS', 'NN', 'WRB'),40,1.6197361611767058e-05
('VBN', 'NNP', 'TO'),40,1.6197361611767058e-05
('RP', 'NNP', 'PRP'),40,1.6197361611767058e-05
('DT', 'JJR', 'RB'),40,1.6197361611767058e-05
('WP', 'VBD', 'NNS'),40,1.6197361611767058e-05
('CC', 'JJ', 'VBZ'),40,1.6197361611767058e-05
('JJ', 'IN', 'VBN'),40,1.6197361611767058e-05
('CC', 'VBN', 'RP'),40,1.6197361611767058e-05
('NNPS', 'IN', 'NNP'),40,1.6197361611767058e-05
('IN', 'VBG', 'PDT'),40,1.6197361611767058e-05
('RBR', 'JJ', 'JJ'),40,1.6197361611767058e-05
('PRP', 'VBZ', 'PDT'),39,1.5792427571472884e-05
('VBZ', 'WP', 'DT'),39,1.5792427571472884e-05
('CC', 'CD', 'VBP'),39,1.5792427571472884e-05
('RB', 'JJ', 'MD'),39,1.5792427571472884e-05
('PDT', 'DT', 'PRP'),39,1.5792427571472884e-05
('DT', 'JJ', 'NNPS'),39,1.5792427571472884e-05
('VBP', 'NN', 'VBD'),39,1.5792427571472884e-05
('CD', 'NNS', 'RBR'),39,1.5792427571472884e-05
('RB', 'DT', 'RBR'),39,1.5792427571472884e-05
('RB', 'WRB', 'MD'),39,1.5792427571472884e-05
('CD', 'WP', 'VBZ'),39,1.5792427571472884e-05
('VB', 'CC', 'VBG'),39,1.5792427571472884e-05
('RB', 'IN', 'VBD'),39,1.5792427571472884e-05
('RB', 'IN', 'WDT'),39,1.5792427571472884e-05
('NNS', 'IN', 'VBN'),39,1.5792427571472884e-05
('JJ', 'WRB', 'NN'),39,1.5792427571472884e-05
('VBP', 'RB', 'CD'),39,1.5792427571472884e-05
('VBZ', 'WRB', 'JJ'),39,1.5792427571472884e-05
('VBG', 'IN', 'PDT'),39,1.5792427571472884e-05
('NNS', 'RB', 'VB'),39,1.5792427571472884e-05
('WRB', 'VBZ', 'DT'),39,1.5792427571472884e-05
('CC', 'VBD', 'VB'),39,1.5792427571472884e-05
('VBD', 'RP', 'NNS'),39,1.5792427571472884e-05
('DT', 'RBR', 'DT'),39,1.5792427571472884e-05
('NNS', 'JJ', 'VBD'),39,1.5792427571472884e-05
('WDT', 'NN', 'CC'),39,1.5792427571472884e-05
('NNS', 'JJ', 'DT'),39,1.5792427571472884e-05
('NN', 'CD', 'DT'),39,1.5792427571472884e-05
('IN', 'VBN', 'DT'),39,1.5792427571472884e-05
('PRP$', 'VBG', 'PRP$'),39,1.5792427571472884e-05
('NNP', 'VBZ', 'RP'),39,1.5792427571472884e-05
('NNS', 'RB', 'EX'),39,1.5792427571472884e-05
('NNP', 'EX', 'VBP'),39,1.5792427571472884e-05
('VBZ', 'JJ', 'WRB'),39,1.5792427571472884e-05
('VBZ', 'VBG', 'JJ'),39,1.5792427571472884e-05
('IN', 'TO', 'WP'),39,1.5792427571472884e-05
('JJ', 'WRB', 'RB'),39,1.5792427571472884e-05
('WP', 'JJ', 'NNS'),39,1.5792427571472884e-05
('VBD', 'VBG', 'VBD'),39,1.5792427571472884e-05
('PRP$', 'NNS', 'RP'),39,1.5792427571472884e-05
('IN', 'NNP', 'VB'),39,1.5792427571472884e-05
('DT', 'IN', 'VBG'),39,1.5792427571472884e-05
('VBZ', 'VBD', 'IN'),39,1.5792427571472884e-05
('DT', 'RBR', 'CC'),39,1.5792427571472884e-05
('TO', 'DT', 'WP'),39,1.5792427571472884e-05
('JJS', 'NNS', 'CC'),39,1.5792427571472884e-05
('WRB', 'RB', 'VB'),39,1.5792427571472884e-05
('PRP$', 'IN', 'RB'),39,1.5792427571472884e-05
('JJ', 'VBP', 'VBN'),39,1.5792427571472884e-05
('DT', 'VBD', 'VBG'),39,1.5792427571472884e-05
('VBG', 'PRP$', 'RB'),39,1.5792427571472884e-05
('PDT', 'DT', 'RB'),38,1.5387493531178707e-05
('VBD', 'RP', 'CD'),38,1.5387493531178707e-05
('VB', 'VBD', 'RB'),38,1.5387493531178707e-05
('NN', 'VBN', 'PRP$'),38,1.5387493531178707e-05
('IN', 'IN', 'EX'),38,1.5387493531178707e-05
('CD', 'VBD', 'TO'),38,1.5387493531178707e-05
('VBG', 'NNS', 'VBP'),38,1.5387493531178707e-05
('VBD', 'VBN', 'WP'),38,1.5387493531178707e-05
('IN', 'DT', 'WRB'),38,1.5387493531178707e-05
('VBG', 'VBN', 'NNP'),38,1.5387493531178707e-05
('JJ', 'IN', 'VBD'),38,1.5387493531178707e-05
('WRB', 'VBG', 'IN'),38,1.5387493531178707e-05
('DT', 'VBN', 'JJ'),38,1.5387493531178707e-05
('NNP', 'WP', 'NN'),38,1.5387493531178707e-05
('NNS', 'VBP', 'JJR'),38,1.5387493531178707e-05
('VBN', 'PRP$', 'RB'),38,1.5387493531178707e-05
('VBP', 'VBG', 'RP'),38,1.5387493531178707e-05
('VB', 'NNS', 'VB'),38,1.5387493531178707e-05
('DT', 'TO', 'DT'),38,1.5387493531178707e-05
('DT', 'VBD', 'WRB'),38,1.5387493531178707e-05
('NN', 'RB', 'JJR'),38,1.5387493531178707e-05
('JJR', 'IN', 'NNS'),38,1.5387493531178707e-05
('JJS', 'RB', 'IN'),38,1.5387493531178707e-05
('FW', 'NNP', 'CC'),38,1.5387493531178707e-05
('NNS', 'NN', 'RB'),38,1.5387493531178707e-05
('WRB', 'JJ', 'CC'),38,1.5387493531178707e-05
('IN', 'IN', 'WDT'),38,1.5387493531178707e-05
('JJS', 'JJ', 'IN'),38,1.5387493531178707e-05
('VB', 'NNS', 'VBN'),38,1.5387493531178707e-05
('RB', 'JJR', 'PRP'),38,1.5387493531178707e-05
('NN', 'JJS', 'NN'),38,1.5387493531178707e-05
('VBN', 'IN', 'VBN'),38,1.5387493531178707e-05
('NNS', 'WRB', 'NNS'),38,1.5387493531178707e-05
('VB', 'CC', 'WRB'),38,1.5387493531178707e-05
('RB', 'VBG', 'WP'),38,1.5387493531178707e-05
('VBN', 'RP', 'NN'),38,1.5387493531178707e-05
('IN', 'JJ', 'MD'),38,1.5387493531178707e-05
('POS', 'NN', 'NNS'),38,1.5387493531178707e-05
('TO', 'VB', 'RBR'),38,1.5387493531178707e-05
('PRP$', 'IN', 'IN'),38,1.5387493531178707e-05
('RBR', 'RB', 'PRP'),38,1.5387493531178707e-05
('MD', 'IN', 'JJ'),38,1.5387493531178707e-05
('NN', 'PRP', 'NN'),38,1.5387493531178707e-05
('JJS', 'NN', 'WDT'),38,1.5387493531178707e-05
('NN', 'DT', 'PRP$'),38,1.5387493531178707e-05
('RB', 'JJ', 'WDT'),38,1.5387493531178707e-05
('VBZ', 'VBG', 'NNP'),38,1.5387493531178707e-05
('WDT', 'VBZ', 'NNP'),38,1.5387493531178707e-05
('CC', 'DT', 'PRP$'),38,1.5387493531178707e-05
('VB', 'DT', 'RBR'),38,1.5387493531178707e-05
('NNP', 'CD', 'VBD'),38,1.5387493531178707e-05
('TO', 'CD', 'DT'),38,1.5387493531178707e-05
('IN', 'PRP$', 'VBZ'),37,1.498255949088453e-05
('VBD', 'VBG', 'VBG'),37,1.498255949088453e-05
('JJR', 'CC', 'PRP'),37,1.498255949088453e-05
('CD', 'NN', 'MD'),37,1.498255949088453e-05
('DT', 'NNP', 'EX'),37,1.498255949088453e-05
('VBZ', 'IN', 'TO'),37,1.498255949088453e-05
('PRP', 'WDT', 'PRP'),37,1.498255949088453e-05
('VBZ', 'PRP', 'PRP$'),37,1.498255949088453e-05
('NN', 'VBP', 'VBG'),37,1.498255949088453e-05
('VBN', 'RB', 'CD'),37,1.498255949088453e-05
('NN', 'VBG', 'CD'),37,1.498255949088453e-05
('JJ', 'VBD', 'NNS'),37,1.498255949088453e-05
('VBD', 'EX', 'DT'),37,1.498255949088453e-05
('JJR', 'JJ', 'NNS'),37,1.498255949088453e-05
('NNS', 'WP', 'RB'),37,1.498255949088453e-05
('JJR', 'NN', 'NN'),37,1.498255949088453e-05
('VBP', 'NN', 'JJ'),37,1.498255949088453e-05
('VBD', 'NNS', 'NNS'),37,1.498255949088453e-05
('VB', 'VBZ', 'RB'),37,1.498255949088453e-05
('VBN', 'NN', 'NNS'),37,1.498255949088453e-05
('VBD', 'PRP$', 'VBG'),37,1.498255949088453e-05
('CC', 'IN', 'CC'),37,1.498255949088453e-05
('VBZ', 'VBZ', 'DT'),37,1.498255949088453e-05
('CC', 'WP', 'RB'),37,1.498255949088453e-05
('VBG', 'NN', 'VBN'),37,1.498255949088453e-05
('VBZ', 'VBG', 'CC'),37,1.498255949088453e-05
('JJ', 'IN', 'VBZ'),37,1.498255949088453e-05
('NNS', 'RB', 'NN'),37,1.498255949088453e-05
('VBD', 'NN', 'RBR'),37,1.498255949088453e-05
('RB', 'DT', 'PRP$'),37,1.498255949088453e-05
('VBZ', 'JJ', 'VBZ'),37,1.498255949088453e-05
('IN', 'WRB', 'JJ'),37,1.498255949088453e-05
('CD', 'JJ', 'NNP'),37,1.498255949088453e-05
('IN', 'VBG', 'VBG'),37,1.498255949088453e-05
('RBR', 'RB', 'JJ'),37,1.498255949088453e-05
('VBD', 'NNP', 'VBP'),37,1.498255949088453e-05
('JJR', 'NNP', 'NNP'),37,1.498255949088453e-05
('DT', 'VBD', 'RP'),37,1.498255949088453e-05
('VB', 'JJ', 'PRP$'),37,1.498255949088453e-05
('VB', 'CD', 'CC'),37,1.498255949088453e-05
('VBZ', 'DT', 'PRP$'),37,1.498255949088453e-05
('TO', 'PRP', 'VBP'),37,1.498255949088453e-05
('POS', 'NNP', 'PRP'),37,1.498255949088453e-05
('RP', 'VBG', 'DT'),37,1.498255949088453e-05
('VBN', 'RB', 'WRB'),37,1.498255949088453e-05
('PRP$', 'JJ', 'VBP'),37,1.498255949088453e-05
('WP', 'VBD', 'RP'),37,1.498255949088453e-05
('CD', 'RB', 'VBZ'),37,1.498255949088453e-05
('MD', 'VB', 'MD'),37,1.498255949088453e-05
('VBD', 'VBN', 'RBR'),37,1.498255949088453e-05
('VBP', 'DT', 'RBS'),37,1.498255949088453e-05
('VB', 'PRP$', 'TO'),37,1.498255949088453e-05
('JJ', 'DT', 'JJR'),37,1.498255949088453e-05
('VB', 'NNP', 'PRP$'),37,1.498255949088453e-05
('PRP$', 'JJR', 'NN'),37,1.498255949088453e-05
('VB', 'RB', 'VBZ'),36,1.4577625450590353e-05
('VBZ', 'JJ', 'VB'),36,1.4577625450590353e-05
('VB', 'RP', 'NNS'),36,1.4577625450590353e-05
('MD', 'PRP', 'PRP'),36,1.4577625450590353e-05
('VBG', 'PRP$', 'TO'),36,1.4577625450590353e-05
('PRP', 'JJ', 'DT'),36,1.4577625450590353e-05
('NNP', 'JJ', 'TO'),36,1.4577625450590353e-05
('NNS', 'WRB', 'PRP$'),36,1.4577625450590353e-05
('PRP', 'VBD', 'RBS'),36,1.4577625450590353e-05
('VBD', 'JJS', 'IN'),36,1.4577625450590353e-05
('IN', 'CC', 'JJ'),36,1.4577625450590353e-05
('RBR', 'RB', 'RB'),36,1.4577625450590353e-05
('DT', 'VBZ', 'NN'),36,1.4577625450590353e-05
('VB', 'PRP', 'EX'),36,1.4577625450590353e-05
('VBN', 'PRP$', 'DT'),36,1.4577625450590353e-05
('NNP', 'RB', 'WP'),36,1.4577625450590353e-05
('VBZ', 'JJ', 'PRP$'),36,1.4577625450590353e-05
('DT', 'RB', 'NNS'),36,1.4577625450590353e-05
('VBG', 'RP', 'NNS'),36,1.4577625450590353e-05
('NNS', 'IN', 'JJR'),36,1.4577625450590353e-05
('IN', 'CC', 'NNP'),36,1.4577625450590353e-05
('VBZ', 'JJ', 'VBD'),36,1.4577625450590353e-05
('VBN', 'CC', 'NN'),36,1.4577625450590353e-05
('NNS', 'RB', 'RBR'),36,1.4577625450590353e-05
('VB', 'VBN', 'VBZ'),36,1.4577625450590353e-05
('PRP', 'NNS', 'PRP'),36,1.4577625450590353e-05
('RB', 'CC', 'NNS'),36,1.4577625450590353e-05
('IN', 'WP', 'VBP'),36,1.4577625450590353e-05
('NNS', 'WP$', 'NNS'),36,1.4577625450590353e-05
('EX', 'VBZ', 'CD'),36,1.4577625450590353e-05
('PRP$', 'JJ', 'VB'),36,1.4577625450590353e-05
('VBG', 'CC', 'PRP$'),36,1.4577625450590353e-05
('TO', 'IN', 'PRP'),36,1.4577625450590353e-05
('VB', 'WRB', 'MD'),36,1.4577625450590353e-05
('VB', 'PRP', 'PDT'),36,1.4577625450590353e-05
('VBG', 'VBD', 'IN'),36,1.4577625450590353e-05
('CC', 'VBD', 'JJR'),36,1.4577625450590353e-05
('NNPS', 'PRP', 'VBD'),36,1.4577625450590353e-05
('VBD', 'PRP$', 'CC'),36,1.4577625450590353e-05
('VBP', 'IN', 'EX'),36,1.4577625450590353e-05
('PRP$', 'CC', 'VB'),36,1.4577625450590353e-05
('JJ', 'VBG', 'RP'),36,1.4577625450590353e-05
('NN', 'POS', 'DT'),36,1.4577625450590353e-05
('NNP', 'CC', 'VBZ'),36,1.4577625450590353e-05
('CD', 'POS', 'JJ'),36,1.4577625450590353e-05
('PRP', 'WDT', 'MD'),36,1.4577625450590353e-05
('NNS', 'VBN', 'JJ'),36,1.4577625450590353e-05
('JJR', 'JJ', 'NNP'),36,1.4577625450590353e-05
('PRP$', 'IN', 'VBG'),36,1.4577625450590353e-05
('PRP$', 'JJ', 'TO'),36,1.4577625450590353e-05
('NN', 'VB', 'NNP'),36,1.4577625450590353e-05
('IN', 'PRP$', 'PRP$'),36,1.4577625450590353e-05
('PRP', 'TO', 'VBG'),36,1.4577625450590353e-05
('PRP$', 'NN', 'NNPS'),36,1.4577625450590353e-05
('VB', 'VBZ', 'DT'),36,1.4577625450590353e-05
('VB', 'WRB', 'NNP'),36,1.4577625450590353e-05
('PRP', 'WP', 'RB'),36,1.4577625450590353e-05
('IN', 'NNP', 'VBN'),36,1.4577625450590353e-05
('VB', 'VB', 'JJ'),36,1.4577625450590353e-05
('VBZ', 'VBD', 'TO'),36,1.4577625450590353e-05
('PRP', 'DT', 'RBS'),35,1.4172691410296178e-05
('VB', 'VBD', 'VBN'),35,1.4172691410296178e-05
('NNS', 'NN', 'NNS'),35,1.4172691410296178e-05
('WRB', 'VBD', 'DT'),35,1.4172691410296178e-05
('VBP', 'RB', 'JJR'),35,1.4172691410296178e-05
('NNS', 'DT', 'JJR'),35,1.4172691410296178e-05
('JJ', 'VBP', 'PRP$'),35,1.4172691410296178e-05
('VBD', 'NNS', 'JJ'),35,1.4172691410296178e-05
('WP', 'VBP', 'NNS'),35,1.4172691410296178e-05
('NNS', 'VBP', 'VBD'),35,1.4172691410296178e-05
('IN', 'VBN', 'CC'),35,1.4172691410296178e-05
('VB', 'JJ', 'WRB'),35,1.4172691410296178e-05
('VBN', 'IN', 'WDT'),35,1.4172691410296178e-05
('VBG', 'PRP', 'VBG'),35,1.4172691410296178e-05
('DT', 'CC', 'VB'),35,1.4172691410296178e-05
('CD', 'WDT', 'VBD'),35,1.4172691410296178e-05
('RB', 'VBZ', 'CD'),35,1.4172691410296178e-05
('VBD', 'VBD', 'JJ'),35,1.4172691410296178e-05
('WP', 'VBP', 'PRP$'),35,1.4172691410296178e-05
('VBP', 'JJ', 'VBN'),35,1.4172691410296178e-05
('VBZ', 'NN', 'WDT'),35,1.4172691410296178e-05
('NNS', 'VBN', 'NNS'),35,1.4172691410296178e-05
('CC', 'VBZ', 'NN'),35,1.4172691410296178e-05
('NN', 'EX', 'RB'),35,1.4172691410296178e-05
('RB', 'JJS', 'NN'),35,1.4172691410296178e-05
('MD', 'RB', 'DT'),35,1.4172691410296178e-05
('IN', 'CC', 'PRP$'),35,1.4172691410296178e-05
('DT', 'NNPS', 'NNP'),35,1.4172691410296178e-05
('VBG', 'PRP', 'WRB'),35,1.4172691410296178e-05
('VBZ', 'IN', 'EX'),35,1.4172691410296178e-05
('DT', 'JJ', 'VB'),35,1.4172691410296178e-05
('VB', 'CD', 'DT'),35,1.4172691410296178e-05
('CC', 'NNP', 'VBG'),35,1.4172691410296178e-05
('VBN', 'VBD', 'PRP'),35,1.4172691410296178e-05
('RB', 'NNS', 'PRP'),35,1.4172691410296178e-05
('VB', 'WP', 'VB'),35,1.4172691410296178e-05
('CD', 'IN', 'RB'),35,1.4172691410296178e-05
('VB', 'VBN', 'WP'),35,1.4172691410296178e-05
('WRB', 'RB', 'RB'),35,1.4172691410296178e-05
('NNP', 'POS', 'RB'),35,1.4172691410296178e-05
('VBP', 'VBZ', 'RB'),35,1.4172691410296178e-05
('WRB', 'JJ', 'NNP'),35,1.4172691410296178e-05
('NNS', 'NNP', 'POS'),35,1.4172691410296178e-05
('WRB', 'MD', 'DT'),35,1.4172691410296178e-05
('WRB', 'CD', 'VBZ'),35,1.4172691410296178e-05
('JJR', 'PRP', 'VBZ'),35,1.4172691410296178e-05
('IN', 'NN', 'RBR'),35,1.4172691410296178e-05
('RB', 'NNP', 'TO'),35,1.4172691410296178e-05
('JJ', 'WDT', 'PRP'),35,1.4172691410296178e-05
('WDT', 'VBZ', 'VBG'),35,1.4172691410296178e-05
('DT', 'MD', 'IN'),35,1.4172691410296178e-05
('PRP', 'RBR', 'JJ'),35,1.4172691410296178e-05
('TO', 'JJ', 'NNP'),35,1.4172691410296178e-05
('CD', 'IN', 'IN'),35,1.4172691410296178e-05
('DT', 'WDT', 'VBP'),35,1.4172691410296178e-05
('VBN', 'WP', 'PRP'),35,1.4172691410296178e-05
('NNP', 'VBZ', 'CD'),35,1.4172691410296178e-05
('NNS', 'VBG', 'NNP'),35,1.4172691410296178e-05
('JJR', 'CC', 'RB'),34,1.3767757370002e-05
('PRP', 'RP', 'VBD'),34,1.3767757370002e-05
('CC', 'RB', 'WP'),34,1.3767757370002e-05
('RBR', 'RB', 'VBN'),34,1.3767757370002e-05
('JJ', 'VB', 'JJ'),34,1.3767757370002e-05
('VBP', 'CC', 'JJ'),34,1.3767757370002e-05
('CC', 'JJ', 'WRB'),34,1.3767757370002e-05
('CC', 'VBD', 'EX'),34,1.3767757370002e-05
('RB', 'VBP', 'WRB'),34,1.3767757370002e-05
('VBG', 'TO', 'JJ'),34,1.3767757370002e-05
('RB', 'WRB', 'PRP$'),34,1.3767757370002e-05
('VBP', 'VBD', 'RB'),34,1.3767757370002e-05
('VB', 'VBN', 'CD'),34,1.3767757370002e-05
('VBP', 'NNS', 'VBD'),34,1.3767757370002e-05
('RB', 'NNS', 'RB'),34,1.3767757370002e-05
('DT', 'NN', 'JJS'),34,1.3767757370002e-05
('CC', 'RBS', 'JJ'),34,1.3767757370002e-05
('NNP', 'VBZ', 'CC'),34,1.3767757370002e-05
('NNS', 'RBR', 'JJ'),34,1.3767757370002e-05
('IN', 'JJS', 'RB'),34,1.3767757370002e-05
('WDT', 'VBZ', 'WRB'),34,1.3767757370002e-05
('VB', 'NN', 'NNS'),34,1.3767757370002e-05
('CD', 'VBZ', 'JJ'),34,1.3767757370002e-05
('WDT', 'IN', 'PRP$'),34,1.3767757370002e-05
('CD', 'WDT', 'VBZ'),34,1.3767757370002e-05
('VB', 'IN', 'JJS'),34,1.3767757370002e-05
('VBP', 'VBN', 'VBD'),34,1.3767757370002e-05
('PRP', 'RBR', 'IN'),34,1.3767757370002e-05
('CC', 'EX', 'MD'),34,1.3767757370002e-05
('DT', 'RB', 'JJS'),34,1.3767757370002e-05
('NNP', 'EX', 'PRP'),34,1.3767757370002e-05
('NN', 'TO', 'PDT'),34,1.3767757370002e-05
('IN', 'JJS', 'CD'),34,1.3767757370002e-05
('VB', 'RP', 'WP'),34,1.3767757370002e-05
('VBN', 'CD', 'JJ'),34,1.3767757370002e-05
('JJR', 'NN', 'NNP'),34,1.3767757370002e-05
('JJ', 'WRB', 'MD'),34,1.3767757370002e-05
('RB', 'VBN', 'PDT'),34,1.3767757370002e-05
('JJ', 'DT', 'VBG'),34,1.3767757370002e-05
('VBG', 'NNP', 'VBZ'),34,1.3767757370002e-05
('RB', 'NN', 'WRB'),34,1.3767757370002e-05
('VBG', 'WP', 'VBZ'),34,1.3767757370002e-05
('NNP', 'VBP', 'TO'),34,1.3767757370002e-05
('VB', 'CD', 'POS'),34,1.3767757370002e-05
('CC', 'WRB', 'NN'),34,1.3767757370002e-05
('NNP', 'POS', 'VBG'),34,1.3767757370002e-05
('POS', 'NN', 'PRP$'),34,1.3767757370002e-05
('IN', 'PRP$', 'WP'),34,1.3767757370002e-05
('VBP', 'RP', 'PRP$'),34,1.3767757370002e-05
('DT', 'NNS', 'POS'),34,1.3767757370002e-05
('NNP', 'RB', 'RBR'),34,1.3767757370002e-05
('VBZ', 'JJ', 'VBN'),34,1.3767757370002e-05
('CC', 'DT', 'RBR'),34,1.3767757370002e-05
('VBG', 'VBN', 'JJ'),34,1.3767757370002e-05
('CD', 'WRB', 'PRP'),34,1.3767757370002e-05
('VBG', 'NNS', 'JJ'),34,1.3767757370002e-05
('FW', 'NNP', 'PRP'),34,1.3767757370002e-05
('WRB', 'DT', 'CD'),34,1.3767757370002e-05
('VB', 'JJR', 'TO'),33,1.3362823329707824e-05
('CD', 'RB', 'VBD'),33,1.3362823329707824e-05
('IN', 'DT', 'EX'),33,1.3362823329707824e-05
('CC', 'TO', 'PRP'),33,1.3362823329707824e-05
('VBP', 'PRP', 'RP'),33,1.3362823329707824e-05
('CD', 'CD', 'NN'),33,1.3362823329707824e-05
('JJ', 'NNS', 'RP'),33,1.3362823329707824e-05
('VBZ', 'CC', 'NNS'),33,1.3362823329707824e-05
('TO', 'NN', 'NN'),33,1.3362823329707824e-05
('RB', 'NNP', 'WRB'),33,1.3362823329707824e-05
('RB', 'WP', 'MD'),33,1.3362823329707824e-05
('NNS', 'NNP', 'TO'),33,1.3362823329707824e-05
('RB', 'CD', 'NNP'),33,1.3362823329707824e-05
('RB', 'WRB', 'IN'),33,1.3362823329707824e-05
('IN', 'NN', 'JJR'),33,1.3362823329707824e-05
('VB', 'VB', 'NNP'),33,1.3362823329707824e-05
('NN', 'VB', 'RP'),33,1.3362823329707824e-05
('RBS', 'JJ', 'TO'),33,1.3362823329707824e-05
('VBG', 'VBN', 'NN'),33,1.3362823329707824e-05
('NN', 'PRP', 'VBG'),33,1.3362823329707824e-05
('RB', 'JJ', 'JJR'),33,1.3362823329707824e-05
('VBZ', 'IN', 'CC'),33,1.3362823329707824e-05
('WRB', 'JJ', 'IN'),33,1.3362823329707824e-05
('IN', 'VBZ', 'VBN'),33,1.3362823329707824e-05
('VB', 'JJ', 'VBN'),33,1.3362823329707824e-05
('IN', 'VBN', 'RB'),33,1.3362823329707824e-05
('VBD', 'RBS', 'JJ'),33,1.3362823329707824e-05
('RP', 'CC', 'DT'),33,1.3362823329707824e-05
('JJ', 'DT', 'JJS'),33,1.3362823329707824e-05
('WP', 'IN', 'JJ'),33,1.3362823329707824e-05
('IN', 'VBZ', 'IN'),33,1.3362823329707824e-05
('VBP', 'JJ', 'WRB'),33,1.3362823329707824e-05
('RBR', 'IN', 'JJ'),33,1.3362823329707824e-05
('WRB', 'RB', 'JJ'),33,1.3362823329707824e-05
('TO', 'VBG', 'PRP$'),33,1.3362823329707824e-05
('JJ', 'NNP', 'WDT'),33,1.3362823329707824e-05
('PRP', 'CC', 'VBP'),33,1.3362823329707824e-05
('NN', 'POS', 'VBP'),33,1.3362823329707824e-05
('VB', 'NN', 'VBN'),33,1.3362823329707824e-05
('VBD', 'PRP', 'PDT'),33,1.3362823329707824e-05
('VBP', 'JJ', 'VBG'),33,1.3362823329707824e-05
('NN', 'WP', 'NNP'),33,1.3362823329707824e-05
('VBD', 'WRB', 'JJ'),33,1.3362823329707824e-05
('VBN', 'VBD', 'IN'),33,1.3362823329707824e-05
('VBN', 'DT', 'RBS'),33,1.3362823329707824e-05
('VB', 'CD', 'JJ'),33,1.3362823329707824e-05
('JJ', 'VBN', 'JJ'),33,1.3362823329707824e-05
('NN', 'WRB', 'CD'),33,1.3362823329707824e-05
('CC', 'PRP', 'NNP'),32,1.2957889289413648e-05
('NNS', 'CD', 'CC'),32,1.2957889289413648e-05
('JJR', 'IN', 'VBG'),32,1.2957889289413648e-05
('VBD', 'EX', 'VBZ'),32,1.2957889289413648e-05
('CC', 'VBD', 'WRB'),32,1.2957889289413648e-05
('RP', 'CD', 'NN'),32,1.2957889289413648e-05
('RP', 'NN', 'PRP'),32,1.2957889289413648e-05
('PRP$', 'NN', 'RBR'),32,1.2957889289413648e-05
('RB', 'RB', 'NNS'),32,1.2957889289413648e-05
('VB', 'NN', 'WRB'),32,1.2957889289413648e-05
